ensembl_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	name
MSTRG.2457|ENSG00000171346	10816.930044884091	-5.546979544082257	0.5674979075798525	-9.774449332752372	1.4494336874667015e-22	3.133261508392304e-19	KRT15	keratin 15 [Source:HGNC Symbol;Acc:HGNC:6421]
ENSG00000164932	1535.9142347059915	3.901993167628378	0.4019582164944474	9.707459650056139	2.802342437830716e-22	5.654006102567253e-19	CTHRC1	collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831]
MSTRG.3214|ENSG00000230838	446.94685985942994	5.4248608221000545	0.5695242948322954	9.525249179576234	1.6464644788235025e-21	3.1142875616946547e-18	LINC01614	long intergenic non-protein coding RNA 1614 [Source:HGNC Symbol;Acc:HGNC:51847]
MSTRG.3011|ENSG00000204577	299.54858323450924	2.247769752119274	0.23697076711244303	9.48543054280068	2.4138452914593283e-21	4.2972125823955946e-18	LILRB3	leukocyte immunoglobulin like receptor B3 [Source:HGNC Symbol;Acc:HGNC:6607]
ENSG00000060718	5372.521615913016	5.759142031258113	0.6104108955857749	9.434861128635996	3.915125214775255e-21	6.5826305277754624e-18	COL11A1	collagen type XI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2186]
ENSG00000258947	698.4462809552347	3.2950609257147767	0.35376140640080755	9.314359526209907	1.2269051142908924e-20	1.9542661252052404e-17	TUBB3	tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772]
MSTRG.5048|ENSG00000122641	2732.7199226227585	4.051701128648077	0.43538842747824014	9.3059458472873	1.3280496469132978e-20	2.0096047257092023e-17	INHBA	inhibin subunit beta A [Source:HGNC Symbol;Acc:HGNC:6066]
MSTRG.588|ENSG00000162896	13421.167034378706	-5.838283116649411	0.6291032431333718	-9.28032589304531	1.689609753612733e-20	2.4349690277778932e-17	PIGR	polymeric immunoglobulin receptor [Source:HGNC Symbol;Acc:HGNC:8968]
ENSG00000171819	104.2206805719559	-5.196696840677862	0.5667693686727218	-9.168979708355886	4.7751709659515654e-20	6.283294526676442e-17	ANGPTL7	angiopoietin like 7 [Source:HGNC Symbol;Acc:HGNC:24078]
ENSG00000134668	157.46193696387476	3.818731090083269	0.41633666312348155	9.172219091717773	4.6338006001644986e-20	6.283294526676442e-17	SPOCD1	SPOC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26338]
ENSG00000099953	3698.574672384366	5.458727469484613	0.5999367880590036	9.098837707794889	9.130366144916127e-20	1.1513391708739236e-16	MMP11	matrix metallopeptidase 11 [Source:HGNC Symbol;Acc:HGNC:7157]
MSTRG.2018|ENSG00000140678	1536.8486317744703	2.273636765896312	0.2511426064320438	9.053170221483432	1.3887656401315481e-19	1.6811841333176468e-16	ITGAX	integrin subunit alpha X [Source:HGNC Symbol;Acc:HGNC:6152]
ENSG00000130518	613.8960627352777	-2.3478615330731634	0.2606166515971059	-9.008869996161195	2.0819050905002302e-19	2.423337525342268e-16	IQCN	IQ motif containing N [Source:HGNC Symbol;Acc:HGNC:29350]
MSTRG.5353|ENSG00000155926	2445.0902975585414	1.806631903083661	0.20127216718801527	8.976064243378588	2.8062556057965387e-19	3.145500727919498e-16	SLA	Src like adaptor [Source:HGNC Symbol;Acc:HGNC:10902]
ENSG00000104415	773.8663571325677	3.604801873037208	0.4025532126095211	8.954845620705273	3.4021135059571647e-19	3.6771986837245587e-16	CCN4	cellular communication network factor 4 [Source:HGNC Symbol;Acc:HGNC:12769]
ENSG00000180264	82.39970838086741	-4.176011438613501	0.46834928508429063	-8.916446702511626	4.814883381854073e-19	5.024745885118332e-16	ADGRD2	adhesion G protein-coupled receptor D2 [Source:HGNC Symbol;Acc:HGNC:18651]
MSTRG.5330|ENSG00000104490	2909.7511148432545	-2.523196924105305	0.2831546284349927	-8.911021296212315	5.056460202043931e-19	5.100957051821918e-16	NCALD	neurocalcin delta [Source:HGNC Symbol;Acc:HGNC:7655]
ENSG00000108924	1384.9498914887772	-2.886452079161527	0.32453701779608773	-8.894061142125658	5.891525374151322e-19	5.751649158816633e-16	HLF	HLF transcription factor, PAR bZIP family member [Source:HGNC Symbol;Acc:HGNC:4977]
MSTRG.5143|ENSG00000105894	3771.257082059848	-4.631469423459177	0.5210516057869468	-8.888696190589888	6.183013442310831e-19	5.847584963065469e-16	PTN	pleiotrophin [Source:HGNC Symbol;Acc:HGNC:9630]
ENSG00000203805	112.15723189359012	5.0012156118255335	0.5670071613167367	8.820374684883031	1.1407735129059633e-18	1.0461930180177598e-15	PLPP4	phospholipid phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:23531]
ENSG00000170549	884.5514400325361	-3.092753046019283	0.3532048573132035	-8.75625853377433	2.0183846075058003e-18	1.79659975769281e-15	IRX1	iroquois homeobox 1 [Source:HGNC Symbol;Acc:HGNC:14358]
ENSG00000171243	273.4129150726086	-4.329386189396478	0.4957200437665244	-8.733530636569425	2.468438189345538e-18	2.1344232389243817e-15	SOSTDC1	sclerostin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21748]
MSTRG.4486|ENSG00000151882	4735.562424918896	-2.993499762590122	0.3430378807107207	-8.726440812857343	2.628127950528008e-18	2.2093795637438783e-15	CCL28	C-C motif chemokine ligand 28 [Source:HGNC Symbol;Acc:HGNC:17700]
MSTRG.2397|ENSG00000141506	757.4790405270378	1.8671991539206847	0.21531223570362348	8.672053159537471	4.2439743074362235e-18	3.4713415794662128e-15	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035]
MSTRG.2995|ENSG00000129451	300.6918662984997	-2.894212678433374	0.33509643242479736	-8.636954614797029	5.773130551287339e-18	4.5978427106357904e-15	KLK10	kallikrein related peptidase 10 [Source:HGNC Symbol;Acc:HGNC:6358]
ENSG00000133466	846.5580200913313	2.7584566439742475	0.31991712475142936	8.622410088605058	6.555943518231458e-18	5.087412170147612e-15	C1QTNF6	C1q and TNF related 6 [Source:HGNC Symbol;Acc:HGNC:14343]
MSTRG.4440|ENSG00000094755	4163.432201862404	-4.484237859971495	0.5202953440619434	-8.618639223182491	6.775446455934876e-18	5.126302788560327e-15	GABRP	gamma-aminobutyric acid type A receptor subunit pi [Source:HGNC Symbol;Acc:HGNC:4089]
MSTRG.119|ENSG00000154027	1419.1835409773112	-4.052222157270173	0.47385310727167845	-8.55164204916119	1.2134961118907344e-17	8.957377153722241e-15	AK5	adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365]
ENSG00000124935	374.89757225376206	-6.751273848617946	0.7928784320404887	-8.514891534183123	1.667463037638567e-17	1.2015262231212758e-14	SCGB1D2	secretoglobin family 1D member 2 [Source:HGNC Symbol;Acc:HGNC:18396]
ENSG00000231367	132.49366945658818	-3.6676381824868267	0.4309149971573621	-8.511279966307308	1.720237191927031e-17	1.2107269389878993e-14	LINC02613	long intergenic non-protein coding RNA 2613 [Source:HGNC Symbol;Acc:HGNC:54068]
MSTRG.2065|ENSG00000261175	282.77514386360144	-4.783551216244401	0.5647437873828317	-8.470303389104307	2.447547086490319e-17	1.6834673869441596e-14	LINC02188	long intergenic non-protein coding RNA 2188 [Source:HGNC Symbol;Acc:HGNC:53050]
ENSG00000267013	48.01294184078312	4.384222644851353	0.5193395599426007	8.441919281742976	3.1216890772080895e-17	2.0537999615788177e-14	LINC01929	long intergenic non-protein coding RNA 1929 [Source:HGNC Symbol;Acc:HGNC:52751]
MSTRG.5554|NONHSAG052511.2	813.3785923499469	-5.3058729674232215	0.6283885929987493	-8.443617574442161	3.0766460694731e-17	2.0537999615788177e-14	-	-
ENSG00000171241	172.33911840735956	2.748389533969523	0.32584484270947406	8.434657154969948	3.321751252631617e-17	2.1389251044604947e-14	SHCBP1	SHC binding and spindle associated 1 [Source:HGNC Symbol;Acc:HGNC:29547]
MSTRG.5498|ENSG00000130635	23997.589157015755	2.8359599614394324	0.3376902738377007	8.398109691493334	4.5372326134713986e-17	2.7805610725227502e-14	COL5A1	collagen type V alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2209]
MSTRG.3402|ENSG00000204262	18179.790096737463	2.6425349350868763	0.3147128829765066	8.396653197333972	4.5938426389815464e-17	2.7805610725227502e-14	COL5A2	collagen type V alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2210]
ENSG00000110195	293.51884663055336	-5.4410252678450695	0.647974556490845	-8.396973636297313	4.581328560557394e-17	2.7805610725227502e-14	FOLR1	folate receptor alpha [Source:HGNC Symbol;Acc:HGNC:3791]
ENSG00000113273	1135.226771663932	1.496062735263142	0.17824107047905713	8.393479298806868	4.719627926598045e-17	2.8006827366777103e-14	ARSB	arylsulfatase B [Source:HGNC Symbol;Acc:HGNC:714]
ENSG00000197506	569.7989521852328	-3.6996500940370862	0.44194694452321576	-8.371253925125263	5.700831509165522e-17	3.317883938334334e-14	SLC28A3	solute carrier family 28 member 3 [Source:HGNC Symbol;Acc:HGNC:16484]
ENSG00000138316	125.50016604969953	3.2186995176349025	0.386040351801368	8.33772817431024	7.573141797430124e-17	4.324406855800477e-14	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14 [Source:HGNC Symbol;Acc:HGNC:14899]
MSTRG.2977|ENSG00000268810	151.53672982970133	-3.9310087418040007	0.4726429259317305	-8.317079397845053	9.01573594108933e-17	5.05281912076162e-14	-	novel transcript, antisense to PPP5C
ENSG00000105855	2377.55358598091	-2.527280739200573	0.3039746679444875	-8.314116292289562	9.243847383350423e-17	5.086469040176676e-14	ITGB8	integrin subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:6163]
ENSG00000244482	96.96754185450273	2.1969294752672925	0.26451106570894595	8.305624074286094	9.929614917301359e-17	5.356656828528294e-14	LILRA6	leukocyte immunoglobulin like receptor A6 [Source:HGNC Symbol;Acc:HGNC:15495]
MSTRG.883|ENSG00000129151	492.13717309630016	-4.8203133860333605	0.5804994347485539	-8.303734848805325	1.0088865953810229e-16	5.356656828528294e-14	BBOX1	gamma-butyrobetaine hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:964]
ENSG00000257743	292.23375892417386	-4.463433809085241	0.5376640380433176	-8.301529381300444	1.0277962646199726e-16	5.362970026286008e-14	MGAM2	maltase-glucoamylase 2 (putative) [Source:HGNC Symbol;Acc:HGNC:28101]
ENSG00000149380	163.1887564964318	2.889549197048243	0.34859171021425206	8.289208011493628	1.140050167091488e-16	5.847877670653695e-14	P4HA3	prolyl 4-hydroxylase subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:30135]
ENSG00000137745	268.9488917460885	6.280858588937709	0.7583466880328115	8.282305030210606	1.208136553164379e-16	6.093840774161129e-14	MMP13	matrix metallopeptidase 13 [Source:HGNC Symbol;Acc:HGNC:7159]
ENSG00000268104	501.64903797737446	-4.251418817871282	0.5177283511935863	-8.211678591813515	2.1811748425534382e-16	1.0821487776235615e-13	SLC6A14	solute carrier family 6 member 14 [Source:HGNC Symbol;Acc:HGNC:11047]
MSTRG.999|ENSG00000043039	1139.4618262560991	-2.7459212302519447	0.33516583026567154	-8.192724264509216	2.553787773365295e-16	1.2465779544052787e-13	BARX2	BARX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:956]
MSTRG.1057|ENSG00000066336	1345.5150451399638	1.5116886021914617	0.1848261702175658	8.178974873590665	2.8626878842443684e-16	1.3751807322027235e-13	SPI1	Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241]
ENSG00000174611	84.6112560231281	-3.7789759340233693	0.46309489199766396	-8.160262614260128	3.3429695649459173e-16	1.5808067330238007e-13	KY	kyphoscoliosis peptidase [Source:HGNC Symbol;Acc:HGNC:26576]
MSTRG.5278|ENSG00000038945	2713.5086764410134	2.5781918104457464	0.31712283366940763	8.129946937638191	4.2947839229161033e-16	1.9996513945097378e-13	MSR1	macrophage scavenger receptor 1 [Source:HGNC Symbol;Acc:HGNC:7376]
ENSG00000105664	2529.7915889954447	4.6111098082682105	0.5674490668070377	8.126032939333793	4.435685397112645e-16	2.0339633766396528e-13	COMP	cartilage oligomeric matrix protein [Source:HGNC Symbol;Acc:HGNC:2227]
ENSG00000086991	392.016299687683	1.5215932859926602	0.18751660287277008	8.114445668712655	4.880073085342318e-16	2.204336296340297e-13	NOX4	NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891]
ENSG00000277639	284.8406909385357	-4.479292041297001	0.5523772473520113	-8.109117569142924	5.098869326049664e-16	2.269296783581868e-13	-	novel protein
MSTRG.4859|ENSG00000136295	6226.829594460451	1.924467360238643	0.23758475331788864	8.100129883602857	5.490054224211369e-16	2.4079855223410565e-13	TTYH3	tweety family member 3 [Source:HGNC Symbol;Acc:HGNC:22222]
MSTRG.1848|ENSG00000182253	13739.745723415426	-3.8066777838422707	0.47010936630120387	-8.097430208193924	5.613228740413323e-16	2.4268393514266973e-13	SYNM	synemin [Source:HGNC Symbol;Acc:HGNC:24466]
ENSG00000152578	158.78241346461152	-5.640919739104303	0.6977062562392898	-8.084949344598764	6.219004014373177e-16	2.650872359028026e-13	GRIA4	glutamate ionotropic receptor AMPA type subunit 4 [Source:HGNC Symbol;Acc:HGNC:4574]
ENSG00000179915	259.22097389084786	-4.278378113011954	0.5294179624565918	-8.081286273626857	6.408716787088661e-16	2.693797289506267e-13	NRXN1	neurexin 1 [Source:HGNC Symbol;Acc:HGNC:8008]
MSTRG.3952|ENSG00000180914	2058.904609297274	-3.5729810037864187	0.4476948946248462	-7.980839287391161	1.453416051038146e-15	6.025504571043623e-13	OXTR	oxytocin receptor [Source:HGNC Symbol;Acc:HGNC:8529]
ENSG00000167614	234.4926322570437	-4.016231780603768	0.5047744884834219	-7.9564872477418636	1.7699236691119668e-15	7.238509448919536e-13	TTYH1	tweety family member 1 [Source:HGNC Symbol;Acc:HGNC:13476]
MSTRG.3423|ENSG00000115414	203496.1968368369	3.9647366818471412	0.49866386149351144	7.950719889692127	1.8543079014188195e-15	7.48250324380522e-13	FN1	fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]
MSTRG.3767|ENSG00000100146	2336.632360642453	-5.5538438410035385	0.6991804846997993	-7.943362211243842	1.967732576885821e-15	7.835718250904274e-13	SOX10	SRY-box transcription factor 10 [Source:HGNC Symbol;Acc:HGNC:11190]
ENSG00000173083	231.8613840177983	1.8024443880595287	0.22716713634460847	7.934441649716677	2.114444015852426e-15	8.310588791656859e-13	HPSE	heparanase [Source:HGNC Symbol;Acc:HGNC:5164]
MSTRG.854|ENSG00000154493	142.938687111789	-5.264849773358901	0.6659353618590191	-7.905947145773419	2.659039894356716e-15	1.0317074790104057e-12	C10orf90	chromosome 10 open reading frame 90 [Source:HGNC Symbol;Acc:HGNC:26563]
ENSG00000183798	86.32770925836873	-3.2359693464340182	0.40996318985381597	-7.8933168306839825	2.9425932362473955e-15	1.1272739455922933e-12	EMILIN3	elastin microfibril interfacer 3 [Source:HGNC Symbol;Acc:HGNC:16123]
ENSG00000165795	5422.217917119985	-2.9978968573350264	0.382311429971201	-7.841504653839029	4.4517942556576415e-15	1.6841137669152859e-12	NDRG2	NDRG family member 2 [Source:HGNC Symbol;Acc:HGNC:14460]
ENSG00000261054	116.48840307195006	-3.7481286533304523	0.4786284494252177	-7.83097757317092	4.8409102967360935e-15	1.808707521239767e-12	-	novel transcript, antisense to SYNM
MSTRG.2994|ENSG00000167754	688.0932417019536	-5.228744304536814	0.671524164026321	-7.7863829548386425	6.895473883582775e-15	2.5449344099115744e-12	KLK5	kallikrein related peptidase 5 [Source:HGNC Symbol;Acc:HGNC:6366]
MSTRG.919|ENSG00000149781	1009.4592529778337	1.5904601133099316	0.20438561420616735	7.781663692365386	7.157693745949832e-15	2.6098848617762135e-12	FERMT3	fermitin family member 3 [Source:HGNC Symbol;Acc:HGNC:23151]
NONHSAG110143.1	89.5262592471047	-5.156980992698261	0.663451441424201	-7.772959211043396	7.667343693507658e-15	2.7624343992894734e-12	-	-
ENSG00000119686	367.42575046630617	1.8359387852560758	0.23675432057554563	7.754615758618219	8.861136309787801e-15	3.1549815209343298e-12	FLVCR2	FLVCR heme transporter 2 [Source:HGNC Symbol;Acc:HGNC:20105]
ENSG00000066294	2293.4202387737155	2.0631686037177057	0.2664574021327625	7.742958488688303	9.712976043039086e-15	3.418064034494592e-12	CD84	CD84 molecule [Source:HGNC Symbol;Acc:HGNC:1704]
MSTRG.4793|ENSG00000146070	864.9933161411401	2.7877965563588636	0.3603166187687316	7.737074592577158	1.0173037985350518e-14	3.538814041248829e-12	PLA2G7	phospholipase A2 group VII [Source:HGNC Symbol;Acc:HGNC:9040]
ENSG00000137766	57.23518019688308	-4.065292118957188	0.5262174777435523	-7.72549808947694	1.1141681263285332e-14	3.83172547445531e-12	UNC13C	unc-13 homolog C [Source:HGNC Symbol;Acc:HGNC:23149]
ENSG00000261616	126.36309837942622	-3.7211152866526	0.4819500533750223	-7.720956270456245	1.1546016371789627e-14	3.8825404386204585e-12	-	novel transcript, antisense to TTC23
MSTRG.2502|ENSG00000108821	227475.1452483874	3.6414691640734835	0.4715677267531174	7.722049151128451	1.1447423108866304e-14	3.8825404386204585e-12	COL1A1	collagen type I alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2197]
ENSG00000186847	9838.213755898398	-4.676207154364434	0.6071815712788575	-7.701497172444343	1.3448115189302468e-14	4.460110286387779e-12	KRT14	keratin 14 [Source:HGNC Symbol;Acc:HGNC:6416]
ENSG00000135063	755.9535654487225	-3.5118514461244237	0.4562205434167776	-7.697705631191168	1.3853104907495747e-14	4.460110286387779e-12	FAM189A2	family with sequence similarity 189 member A2 [Source:HGNC Symbol;Acc:HGNC:24820]
MSTRG.3385|ENSG00000153246	1890.5823655215102	-1.6241070466335958	0.2109148269190962	-7.700298126772185	1.3574914067793232e-14	4.460110286387779e-12	PLA2R1	phospholipase A2 receptor 1 [Source:HGNC Symbol;Acc:HGNC:9042]
ENSG00000153820	145.80523142191706	-5.2292288516916265	0.679249342297047	-7.6985409128372755	1.3762867011654698e-14	4.460110286387779e-12	SPHKAP	SPHK1 interactor, AKAP domain containing [Source:HGNC Symbol;Acc:HGNC:30619]
MSTRG.4100|ENSG00000172061	2978.8107410861408	4.69849286872187	0.6109102041397894	7.69097133569364	1.460221493566179e-14	4.651804555924931e-12	LRRC15	leucine rich repeat containing 15 [Source:HGNC Symbol;Acc:HGNC:20818]
ENSG00000275385	775.113099821524	3.8456119796835386	0.5011076135670871	7.674223810548225	1.6642328566533478e-14	5.246494080599679e-12	CCL18	C-C motif chemokine ligand 18 [Source:HGNC Symbol;Acc:HGNC:10616]
ENSG00000065371	109.85664089087909	-5.785606125584535	0.7543655888893914	-7.6694989946484	1.7266945631105126e-14	5.387287036904799e-12	ROPN1	rhophilin associated tail protein 1 [Source:HGNC Symbol;Acc:HGNC:17692]
MSTRG.958|ENSG00000149257	8585.755673360614	1.7781973385598722	0.23235094359823769	7.653066998662962	1.962416006790873e-14	6.060261023420304e-12	SERPINH1	serpin family H member 1 [Source:HGNC Symbol;Acc:HGNC:1546]
MSTRG.3292	109.84683451176535	-4.665333083412698	0.6106817322742325	-7.639549108565253	2.1798375407737954e-14	6.663697306462439e-12	-	-
ENSG00000168995	140.0329894674559	2.789916919265703	0.36536199054524454	7.636034922795874	2.240135838209927e-14	6.779547100758522e-12	SIGLEC7	sialic acid binding Ig like lectin 7 [Source:HGNC Symbol;Acc:HGNC:10876]
ENSG00000113396	138.8125119205076	-3.6337421324742696	0.47695597690044467	-7.618611168453274	2.564195981632893e-14	7.60902785978225e-12	SLC27A6	solute carrier family 27 member 6 [Source:HGNC Symbol;Acc:HGNC:11000]
ENSG00000137440	57.73878315003913	-4.7711382318040005	0.6262490328251635	-7.618595768971044	2.5645018559932247e-14	7.60902785978225e-12	FGFBP1	fibroblast growth factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19695]
ENSG00000167757	171.42043264162135	-5.652163399644965	0.742442546733124	-7.612930353352544	2.6795019486334692e-14	7.873053104217796e-12	KLK11	kallikrein related peptidase 11 [Source:HGNC Symbol;Acc:HGNC:6359]
ENSG00000125931	170.49175549637644	-4.516736243321282	0.5981866733372239	-7.550713589326323	4.328798501871256e-14	1.2476834081964924e-11	CITED1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1 [Source:HGNC Symbol;Acc:HGNC:1986]
ENSG00000135077	851.2398451499931	2.0183046912516764	0.2672883227793887	7.55103953013885	4.317977462637273e-14	1.2476834081964924e-11	HAVCR2	hepatitis A virus cellular receptor 2 [Source:HGNC Symbol;Acc:HGNC:18437]
ENSG00000235123	57.74647732323239	4.683692610429551	0.621447205098953	7.536750623383635	4.818264775974212e-14	1.3756600488687127e-11	DSCAM-AS1	DSCAM antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40197]
ENSG00000077264	503.45327903485605	-2.8041145224353974	0.3725410132912417	-7.526995478060888	5.1921167606343905e-14	1.468544127512516e-11	PAK3	p21 (RAC1) activated kinase 3 [Source:HGNC Symbol;Acc:HGNC:8592]
ENSG00000168702	390.2501034100865	-3.1940435202743966	0.4256124996207649	-7.504581099287256	6.162534901856381e-14	1.7268792247201992e-11	LRP1B	LDL receptor related protein 1B [Source:HGNC Symbol;Acc:HGNC:6693]
MSTRG.1153|ENSG00000150782	314.93297300146816	1.9264779091864144	0.2569057651780609	7.498772586326259	6.441817598731652e-14	1.788579521174447e-11	IL18	interleukin 18 [Source:HGNC Symbol;Acc:HGNC:5986]
ENSG00000186832	235.41183580772085	-3.0726544397944937	0.41094576152602985	-7.477031587780149	7.602014746391593e-14	2.0915215844072288e-11	KRT16	keratin 16 [Source:HGNC Symbol;Acc:HGNC:6423]
MSTRG.4890|ENSG00000011426	1142.5397275177622	3.622796693670117	0.48530828459125447	7.464938903157974	8.333827252893583e-14	2.2722067385727152e-11	ANLN	anillin actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]
ENSG00000121594	113.3464697512905	2.9114899448855573	0.3905848282226488	7.454180845001725	9.042789135005872e-14	2.4434908069805154e-11	CD80	CD80 molecule [Source:HGNC Symbol;Acc:HGNC:1700]
ENSG00000136531	202.1919344721558	-2.843313443251767	0.38151239242787	-7.452742033246884	9.141993155773956e-14	2.448436113861443e-11	SCN2A	sodium voltage-gated channel alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:10588]
MSTRG.297|ENSG00000154358	1865.3950970190656	-2.189506543866609	0.2938385408612757	-7.451393331347565	9.235955140762952e-14	2.4519030384214908e-11	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:HGNC:15719]
ENSG00000174607	175.71984903432985	-2.5114398760243373	0.3371612478102555	-7.448779752522752	9.420749050016411e-14	2.4792134717364925e-11	UGT8	UDP glycosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:12555]
MSTRG.281|ENSG00000082482	427.5602855394627	-2.810974224946906	0.37764138136535463	-7.443501596101271	9.805091730172454e-14	2.5581146217408546e-11	KCNK2	potassium two pore domain channel subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:6277]
ENSG00000185482	72.19553151240397	1.9606342495104667	0.2634590596430477	7.441893447000333	9.925226777306808e-14	2.5673253263966947e-11	STAC3	SH3 and cysteine rich domain 3 [Source:HGNC Symbol;Acc:HGNC:28423]
ENSG00000139144	982.0342520857039	-3.8210097549732143	0.5135587259546422	-7.440258653711762	1.0048834865014934e-13	2.57727066402383e-11	PIK3C2G	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma [Source:HGNC Symbol;Acc:HGNC:8973]
ENSG00000183876	115.8614380660453	2.5625904819034986	0.34519057407850356	7.42369773202646	1.1389492454203138e-13	2.8965680641512924e-11	ARSI	arylsulfatase family member I [Source:HGNC Symbol;Acc:HGNC:32521]
ENSG00000123643	886.4940408892461	1.5543981337500954	0.20958971862213027	7.416385421808419	1.2035991122179048e-13	3.035476961013556e-11	SLC36A1	solute carrier family 36 member 1 [Source:HGNC Symbol;Acc:HGNC:18761]
MSTRG.4579|ENSG00000146094	483.706041156134	1.8767533674484524	0.25319853470608406	7.41218099712548	1.2423903472654594e-13	3.107413344598501e-11	DOK3	docking protein 3 [Source:HGNC Symbol;Acc:HGNC:24583]
MSTRG.2510|ENSG00000005379	463.380954689368	-1.9432161563950754	0.2624478101045453	-7.4042003079431336	1.3194313853201226e-13	3.273055036502311e-11	TSPOAP1	TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]
ENSG00000169035	529.2226186541297	-5.356472516605605	0.7242646844105063	-7.395738922387672	1.4062406200478156e-13	3.460037896351796e-11	KLK7	kallikrein related peptidase 7 [Source:HGNC Symbol;Acc:HGNC:6368]
